ip_address,request_type,attack_type,packet_rate,response_time,connection_duration,protocol_type,packet_variance,burst_rate,label
192.168.2.254,POST,SYN,8119,0.38311804110923575,9,ICMP,4708,69,1
192.168.134.54,UDP,SYN,4796,0.4443936611387014,46,ICMP,2130,28,1
192.168.106.4,GET,SYN,7639,4.3611830444696364,56,TCP,969,39,1
192.168.54.221,GET,SYN,9127,2.335542427980791,74,TCP,1957,34,1
192.168.191.146,GET,SYN,7028,2.368462838229375,40,TCP,2526,62,1
192.168.218.44,TCP,SYN,9117,4.728443935294773,67,TCP,2347,12,1
192.168.162.202,GET,SYN,9183,1.6690270902981659,113,UDP,750,87,1
192.168.190.228,POST,SYN,3091,4.495415870460673,83,TCP,2744,69,1
192.168.14.95,TCP,SYN,7815,4.873848248423692,62,TCP,1300,54,1
192.168.48.15,UDP,SYN,5454,1.2843015684871086,99,TCP,304,80,1
192.168.200.206,POST,SYN,621,2.618790361141461,46,UDP,2916,73,1
192.168.215.252,TCP,SYN,8846,2.7183451492112662,6,UDP,4066,97,1
192.168.249.190,GET,SYN,5030,4.344223747781113,29,UDP,3345,37,1
192.168.40.213,UDP,SYN,8623,1.589149868270926,19,TCP,36,33,1
192.168.208.237,GET,SYN,1286,4.010407972431732,114,UDP,4518,49,1
192.168.82.111,POST,SYN,2430,4.8579362172622575,108,TCP,3550,1,1
192.168.53.24,POST,SYN,7227,4.217649598447066,15,TCP,2386,47,1
192.168.154.217,TCP,SYN,1567,4.554787388937916,57,ICMP,4724,37,1
192.168.252.188,POST,SYN,1583,3.5709367518005513,38,UDP,1434,9,1
192.168.124.237,UDP,SYN,5937,4.529383225358151,21,ICMP,4559,18,1
192.168.41.157,TCP,SYN,7909,0.907768113226404,108,ICMP,81,85,1
192.168.15.45,UDP,SYN,3539,3.5905709337039675,51,UDP,1503,44,1
192.168.65.89,GET,SYN,4692,3.686199039360233,39,UDP,4516,78,1
192.168.71.9,UDP,SYN,9112,2.2519866378471614,87,ICMP,3512,70,1
192.168.88.129,UDP,SYN,2200,0.49071849005376944,20,TCP,2943,63,1
192.168.236.136,POST,SYN,5369,3.1499743566780536,106,ICMP,795,3,1
192.168.216.63,GET,SYN,3816,0.3542159521953553,114,UDP,1731,18,1
192.168.139.243,POST,SYN,5010,1.9737722311670929,2,TCP,184,37,1
192.168.81.136,GET,SYN,6111,2.0289841219811833,109,ICMP,4654,20,1
192.168.163.163,GET,SYN,5907,4.994720291470331,32,ICMP,1172,93,1
192.168.33.123,UDP,SYN,4537,1.5690299652726418,111,ICMP,2043,36,1
192.168.5.234,POST,SYN,7800,4.120224295826074,92,UDP,1288,80,1
192.168.231.250,UDP,SYN,9854,0.3605412575699337,4,ICMP,3677,4,1
192.168.41.28,UDP,SYN,1127,2.6958533283906183,7,UDP,4936,78,1
192.168.135.201,UDP,SYN,1350,2.7297892249244593,3,TCP,3561,17,1
192.168.72.12,GET,SYN,6699,3.1808742806528656,25,TCP,1883,99,1
192.168.162.33,POST,SYN,7231,4.069025496610698,112,ICMP,282,57,1
192.168.48.247,POST,SYN,8188,3.8334245704434253,9,UDP,4711,99,1
192.168.151.62,UDP,SYN,2579,3.8289398288286356,87,ICMP,2250,49,1
192.168.216.37,GET,SYN,3310,2.218240278189006,87,TCP,4670,96,1
192.168.99.172,POST,SYN,413,3.6646102640859795,113,UDP,417,53,1
192.168.104.214,TCP,SYN,895,2.507447016970696,26,TCP,317,10,1
192.168.219.35,POST,SYN,3082,0.4280607738905108,104,TCP,3300,29,1
192.168.193.227,UDP,SYN,1377,4.461890734797462,64,UDP,2964,76,1
192.168.101.175,TCP,SYN,8633,4.461800200079926,18,UDP,1092,9,1
192.168.206.131,GET,SYN,3305,1.6821059468101829,88,UDP,2845,90,1
192.168.1.5,TCP,SYN,5186,4.5781228344766065,91,ICMP,3886,21,1
192.168.218.247,TCP,SYN,7158,3.8141217886748993,109,ICMP,677,1,1
192.168.142.103,UDP,SYN,3287,2.0639260312239136,2,UDP,1125,36,1
192.168.27.137,POST,SYN,9547,1.7243774322837424,1,UDP,2291,83,1
192.168.207.15,GET,SYN,5718,4.878199226991895,48,ICMP,1114,6,1
192.168.90.42,TCP,SYN,6362,3.5918721192454237,80,UDP,1973,18,1
192.168.124.205,UDP,SYN,9006,1.956168778378881,63,TCP,2949,72,1
192.168.179.63,POST,SYN,5515,3.2457210511059453,107,UDP,4223,11,1
192.168.96.231,TCP,SYN,548,2.900478375283108,88,ICMP,4715,69,1
192.168.241.52,UDP,SYN,6112,2.6702461112494076,36,UDP,4930,21,1
192.168.253.96,UDP,SYN,2994,3.259039304178035,63,UDP,1423,85,1
192.168.132.222,UDP,SYN,8002,2.7343689786837735,75,TCP,3374,84,1
192.168.229.151,GET,SYN,5906,3.3084727330632653,26,UDP,756,9,1
192.168.231.237,POST,SYN,7888,4.547085954895831,6,ICMP,3769,2,1
192.168.143.171,TCP,SYN,6127,4.966998343911833,26,ICMP,4872,4,1
192.168.29.36,POST,SYN,185,3.5755056794052655,93,TCP,3837,90,1
192.168.13.160,POST,SYN,9342,4.6463219285771205,43,TCP,3973,12,1
192.168.71.187,TCP,SYN,4083,4.306210244026475,1,ICMP,4169,83,1
192.168.243.86,POST,SYN,6750,1.545683250108268,9,UDP,4475,83,1
192.168.28.66,GET,SYN,4163,4.671249116910874,27,ICMP,2993,83,1
192.168.170.45,TCP,SYN,6596,0.4469641002578453,71,TCP,492,93,1
192.168.62.185,TCP,SYN,8446,1.7166169231133699,117,ICMP,684,39,1
192.168.245.134,UDP,SYN,4644,3.2357301820135205,118,TCP,1976,60,1
192.168.28.28,POST,SYN,611,2.6818856848861965,3,ICMP,304,34,1
192.168.108.44,TCP,SYN,5450,2.757820724863877,61,UDP,3998,59,1
192.168.84.30,TCP,SYN,7383,3.9949528160261156,73,UDP,1953,72,1
192.168.190.75,GET,SYN,3364,1.0540480432023422,2,TCP,3570,6,1
192.168.128.250,UDP,SYN,4010,4.912169998840548,74,UDP,4005,32,1
192.168.247.92,TCP,SYN,2261,2.243545313756136,81,TCP,1261,28,1
192.168.217.231,GET,SYN,2421,4.754231997547417,31,UDP,1031,75,1
192.168.190.225,TCP,SYN,7024,1.9772677360344804,65,ICMP,4352,92,1
192.168.129.121,TCP,SYN,2731,3.048754677373015,18,UDP,1195,96,1
192.168.27.190,TCP,SYN,2856,2.306526209483367,6,ICMP,3360,41,1
192.168.121.116,GET,SYN,2305,3.4120823028746545,102,TCP,234,72,1
192.168.205.233,POST,SYN,9142,0.9997611739825139,105,UDP,2921,84,1
192.168.3.103,TCP,SYN,6432,2.063079810918376,42,UDP,1719,88,1
192.168.198.200,TCP,SYN,9992,0.435067498326414,111,ICMP,493,27,1
192.168.155.137,POST,SYN,4949,3.0306969432510664,68,TCP,3283,53,1
192.168.62.165,TCP,SYN,3209,4.817140323086702,104,UDP,2015,11,1
192.168.225.51,UDP,SYN,5706,0.3249419242711902,4,TCP,4325,87,1
192.168.234.172,TCP,SYN,1502,3.332187120057676,99,TCP,345,22,1
192.168.152.207,UDP,SYN,9485,3.897980021824533,4,UDP,265,5,1
192.168.59.118,POST,SYN,2372,1.1442312784703816,65,ICMP,3576,34,1
192.168.160.96,GET,SYN,9912,1.4380640375058806,41,TCP,4840,62,1
192.168.216.233,POST,SYN,7147,1.0877473225761733,43,TCP,1673,31,1
192.168.180.113,TCP,SYN,1818,1.5573219197139068,95,UDP,3648,47,1
192.168.62.241,UDP,SYN,6146,0.6394045400475334,117,TCP,429,37,1
192.168.186.52,GET,SYN,5235,1.9147045692985698,55,UDP,3163,26,1
192.168.12.254,TCP,SYN,1219,1.907753057040535,19,TCP,2911,87,1
192.168.39.130,GET,SYN,4760,4.055610537366504,21,ICMP,454,43,1
192.168.131.113,GET,SYN,6640,4.024695746443521,58,ICMP,349,61,1
192.168.101.113,TCP,SYN,436,4.003944480215887,30,ICMP,422,38,1
192.168.184.81,POST,SYN,2480,2.878475974772759,116,ICMP,2763,32,1
192.168.187.113,TCP,SYN,1455,1.6968153656450393,7,UDP,4782,69,1
192.168.2.130,TCP,SYN,173,2.1137261303621258,69,UDP,582,62,1
192.168.220.54,POST,SYN,4047,1.656943173334201,64,UDP,2663,25,1
192.168.87.229,UDP,SYN,5959,2.951446734405535,2,UDP,4259,33,1
192.168.224.225,TCP,SYN,3946,4.696097694436965,115,UDP,2352,64,1
192.168.129.147,GET,SYN,9866,1.494034241873,67,ICMP,2367,71,1
192.168.126.130,TCP,SYN,8116,2.3483739064660356,79,TCP,1030,16,1
192.168.53.172,TCP,SYN,9423,3.3100729576827668,103,TCP,1325,49,1
192.168.218.160,GET,SYN,777,4.239005067798355,101,ICMP,101,93,1
192.168.198.160,POST,SYN,7089,1.3413362111407279,119,ICMP,416,15,1
192.168.247.68,UDP,SYN,7765,1.473420759803914,74,UDP,1384,20,1
192.168.183.203,UDP,SYN,3720,4.437311108054088,9,UDP,2434,22,1
192.168.184.123,GET,SYN,1191,0.4932647879304348,23,TCP,1044,10,1
192.168.145.38,POST,SYN,4081,3.066693269239342,14,TCP,1747,72,1
192.168.24.69,TCP,SYN,8600,4.316231538870337,54,UDP,4492,55,1
192.168.116.98,TCP,SYN,3792,4.616539476722513,45,UDP,4444,96,1
192.168.198.214,TCP,SYN,2894,0.16216754574105693,97,ICMP,1289,28,1
192.168.139.240,TCP,SYN,2261,1.9113632897215032,16,UDP,4861,9,1
192.168.144.97,TCP,SYN,1022,1.3605974519931288,84,ICMP,4140,31,1
192.168.201.124,GET,SYN,410,2.883359684996144,72,UDP,4171,87,1
192.168.187.70,TCP,SYN,2682,3.201025156386784,113,TCP,4149,83,1
192.168.208.93,TCP,SYN,3240,4.998894940267091,102,ICMP,3955,96,1
192.168.3.148,POST,SYN,4998,2.6125362348047356,98,TCP,38,74,1
192.168.252.187,TCP,SYN,1674,2.802187705812622,95,ICMP,766,84,1
192.168.164.147,UDP,SYN,1806,2.1301361882476457,109,ICMP,3878,99,1
192.168.90.195,GET,SYN,7868,0.8236184654090208,57,TCP,2465,57,1
192.168.147.148,GET,SYN,5169,1.5862907373749326,8,TCP,4807,31,1
192.168.96.199,GET,SYN,6076,1.310226096784056,25,UDP,4844,75,1
192.168.52.233,UDP,SYN,8482,4.025976487606876,41,ICMP,2892,43,1
192.168.161.168,TCP,SYN,7025,2.774500465606331,62,UDP,116,74,1
192.168.128.39,GET,SYN,1025,1.5513487880551764,77,ICMP,279,9,1
192.168.82.104,UDP,SYN,4368,2.496555224178166,18,UDP,454,42,1
192.168.129.11,POST,SYN,5973,1.1724379271675363,50,TCP,3214,74,1
192.168.220.185,TCP,SYN,2363,1.0071230378087679,41,TCP,4704,50,1
192.168.217.178,UDP,SYN,9547,4.313716962485241,34,UDP,4465,37,1
192.168.151.159,TCP,SYN,837,4.729573186884081,100,TCP,4466,71,1
192.168.222.42,POST,SYN,2478,0.4920715783522407,114,UDP,301,84,1
192.168.99.7,UDP,SYN,8797,3.8479252652134606,81,ICMP,717,84,1
192.168.252.144,TCP,SYN,6714,2.321226528493722,12,ICMP,1376,72,1
192.168.90.112,UDP,SYN,9801,2.0059610424104415,80,TCP,195,17,1
192.168.249.244,GET,SYN,7533,3.4781154167843233,77,TCP,1329,89,1
192.168.60.113,TCP,SYN,1413,1.404643058138392,75,TCP,4354,77,1
192.168.2.129,UDP,SYN,4009,0.2008480087895782,78,ICMP,1980,77,1
192.168.48.254,GET,SYN,8831,1.1486139543180736,42,UDP,1558,48,1
192.168.140.197,POST,SYN,1799,1.0061328758749277,55,TCP,3125,2,1
192.168.37.160,TCP,SYN,6721,0.2668419696124563,92,UDP,4883,42,1
192.168.251.247,TCP,SYN,590,1.6744455385289745,59,TCP,529,63,1
192.168.9.233,POST,SYN,7684,2.4251408142192856,117,TCP,498,11,1
192.168.99.147,GET,SYN,8532,3.7055606155478347,51,TCP,1811,84,1
192.168.48.208,POST,SYN,3985,1.6957404949137247,88,UDP,2846,56,1
192.168.131.148,TCP,SYN,4008,1.053247301722943,53,UDP,2126,73,1
192.168.152.54,UDP,SYN,3909,1.2300368693426666,81,UDP,320,45,1
192.168.120.161,GET,SYN,8100,4.466767687892401,9,ICMP,3364,45,1
192.168.152.116,GET,SYN,9497,1.1031299914451071,110,ICMP,2570,29,1
192.168.75.113,GET,SYN,5381,4.4082792708309,94,ICMP,3387,34,1
192.168.200.164,POST,SYN,8249,2.290785077890198,101,UDP,4710,69,1
192.168.166.104,POST,SYN,1707,4.67856211850778,3,ICMP,4726,95,1
192.168.84.254,UDP,SYN,6235,2.0996514678930236,118,TCP,2717,90,1
192.168.227.112,UDP,SYN,4478,0.970646375648505,8,UDP,3339,20,1
192.168.254.217,GET,SYN,9498,2.7902466531355548,82,TCP,245,72,1
192.168.99.153,UDP,SYN,7287,2.979762353960432,59,TCP,2720,70,1
192.168.93.146,POST,SYN,1089,3.213897586039022,30,UDP,870,18,1
192.168.128.110,UDP,SYN,2166,2.1163339205006833,67,TCP,1460,72,1
192.168.82.194,POST,SYN,8926,0.33814656989302644,55,UDP,4110,60,1
192.168.54.163,UDP,SYN,4068,3.170927622452609,34,ICMP,671,55,1
192.168.208.189,TCP,SYN,7596,4.6718477559081615,43,UDP,4737,52,1
192.168.169.228,POST,SYN,1874,4.792037279678079,28,UDP,686,25,1
192.168.161.68,TCP,SYN,3584,3.0247383025189722,37,TCP,1975,66,1
192.168.33.142,POST,SYN,6720,0.19744638797671593,89,TCP,1012,28,1
192.168.21.48,UDP,SYN,8304,0.6195885561591802,30,TCP,1385,89,1
192.168.148.248,TCP,SYN,8502,4.18655357627027,71,TCP,4139,20,1
192.168.128.136,UDP,SYN,3621,4.165747744501377,62,TCP,911,70,1
192.168.135.195,POST,SYN,3242,4.735476465814974,110,TCP,1318,37,1
192.168.145.128,TCP,SYN,5003,2.8624946720473847,29,TCP,3127,16,1
192.168.33.176,GET,SYN,9730,4.332699842895352,115,TCP,567,35,1
192.168.204.187,UDP,SYN,9372,4.141945935841199,2,TCP,3918,55,1
192.168.115.214,POST,SYN,4325,2.988161950414791,90,UDP,1466,65,1
192.168.119.22,TCP,SYN,404,3.939824011498563,105,TCP,4203,78,1
192.168.238.158,UDP,SYN,5079,0.7159816681111101,57,TCP,1208,14,1
192.168.38.230,TCP,SYN,2824,3.2320935087125897,57,UDP,3571,24,1
192.168.109.51,UDP,SYN,638,4.7719096860522505,42,ICMP,2466,83,1
192.168.182.8,UDP,SYN,654,0.8935917423530981,115,ICMP,4145,38,1
192.168.27.27,UDP,SYN,8415,3.745809140820006,49,UDP,4349,82,1
192.168.226.21,TCP,SYN,403,1.671850406982585,57,ICMP,3927,9,1
192.168.30.97,TCP,SYN,5484,4.103809226217367,71,TCP,3141,77,1
192.168.28.111,UDP,SYN,483,3.5163335751577716,18,TCP,3514,59,1
192.168.192.225,GET,SYN,8500,4.638253862272455,70,TCP,4011,51,1
192.168.197.252,GET,SYN,917,3.5884835565000874,105,ICMP,2878,51,1
192.168.61.48,GET,SYN,8837,2.110521915318022,104,UDP,1401,19,1
192.168.147.4,POST,SYN,5814,0.15337341900259638,27,TCP,1569,62,1
192.168.35.192,GET,SYN,443,3.9852927941770586,118,UDP,741,10,1
192.168.49.17,TCP,SYN,3804,2.1014783366114873,54,UDP,700,38,1
192.168.172.220,GET,SYN,4420,3.3861070646908127,105,TCP,703,3,1
192.168.158.221,TCP,SYN,4571,0.614825758117252,24,UDP,4389,48,1
192.168.46.117,POST,SYN,7749,4.46574631589851,97,UDP,956,41,1
192.168.6.99,TCP,SYN,4628,2.2347232072918755,95,TCP,874,17,1
192.168.124.233,TCP,SYN,8455,4.606489495662541,34,UDP,2409,87,1
192.168.37.24,TCP,SYN,2176,3.5643854255930063,22,ICMP,4598,91,1
192.168.93.241,GET,SYN,8380,0.6951650842804608,88,TCP,3379,73,1
192.168.46.181,UDP,SYN,4243,2.9380634056977266,63,TCP,1821,69,1
192.168.95.99,TCP,SYN,4010,4.558678794914758,36,TCP,4745,83,1
192.168.188.225,GET,SYN,713,4.019855743428813,92,TCP,4182,93,1
192.168.116.191,GET,SYN,2882,2.1481039971236253,84,TCP,4392,15,1
192.168.253.213,GET,SYN,9315,4.779815546544144,61,TCP,3243,56,1
192.168.160.215,UDP,SYN,4624,1.4160232859274815,82,TCP,1380,76,1
192.168.161.67,UDP,SYN,6421,1.9380277462597475,42,ICMP,279,78,1
192.168.128.18,UDP,SYN,7674,3.7735994491053124,96,UDP,4348,15,1
192.168.25.234,UDP,SYN,6342,1.2412323303560289,33,ICMP,1032,95,1
192.168.223.54,POST,SYN,5227,2.6253349028017854,74,UDP,4682,5,1
192.168.58.67,UDP,SYN,8403,3.6710670315103564,9,TCP,1344,44,1
192.168.104.174,UDP,SYN,7056,3.255442054097506,119,ICMP,605,3,1
192.168.24.114,UDP,SYN,9742,0.8613125791927444,25,TCP,2656,47,1
192.168.32.175,TCP,SYN,3228,3.18533554902639,13,UDP,592,30,1
192.168.86.151,TCP,SYN,5596,2.9062815911450257,47,ICMP,3955,12,1
192.168.194.127,UDP,SYN,4540,2.8334396426916513,114,ICMP,12,15,1
192.168.155.234,POST,SYN,4946,4.147631214032506,45,UDP,122,38,1
192.168.130.218,TCP,SYN,235,1.0010905103725682,5,UDP,4521,28,1
192.168.17.104,GET,SYN,4703,3.782673336512893,31,ICMP,2277,49,1
192.168.161.137,TCP,SYN,2030,3.8285374869019013,31,ICMP,2645,87,1
192.168.43.246,GET,SYN,4591,3.6409626539462554,98,ICMP,4074,47,1
192.168.176.39,TCP,SYN,7858,2.5792447360459243,90,UDP,878,79,1
192.168.221.170,UDP,SYN,879,2.0381398639149135,71,TCP,786,75,1
192.168.247.26,TCP,SYN,3569,2.03391808435711,41,ICMP,2077,94,1
192.168.99.50,UDP,SYN,8058,3.695662698316979,115,UDP,101,12,1
192.168.153.152,UDP,SYN,5959,2.5396938426560696,46,ICMP,376,54,1
192.168.13.60,TCP,SYN,1275,1.758325248731542,113,UDP,646,83,1
192.168.250.135,GET,SYN,5824,3.164801453586076,52,ICMP,3383,32,1
192.168.57.36,GET,SYN,2894,4.201355176464782,84,UDP,3512,1,1
192.168.173.20,TCP,SYN,7397,0.4013928317245806,107,UDP,2741,16,1
192.168.65.8,UDP,SYN,2783,4.863471093080045,86,ICMP,3529,11,1
192.168.238.144,GET,SYN,4470,0.5735945039513313,5,UDP,4817,95,1
192.168.142.204,POST,SYN,4046,2.6075167914443,12,UDP,2024,97,1
192.168.115.215,UDP,SYN,9740,2.8450267657852013,21,UDP,4567,55,1
192.168.143.92,TCP,SYN,1738,0.777232456270606,9,UDP,1953,36,1
192.168.98.66,UDP,SYN,2497,4.586409389786629,93,UDP,1046,30,1
192.168.32.215,POST,SYN,917,2.4101886787332205,91,UDP,2098,68,1
192.168.191.86,POST,SYN,7002,0.8012905208559272,17,UDP,3823,56,1
192.168.51.153,GET,SYN,6134,3.5869007739540772,104,UDP,4822,60,1
192.168.186.63,POST,SYN,8481,3.3506812916887885,24,ICMP,3867,89,1
192.168.190.125,UDP,SYN,5355,4.818041291929093,27,UDP,3632,98,1
192.168.150.58,GET,SYN,8289,2.263429990969967,8,TCP,2015,17,1
192.168.58.86,POST,SYN,4099,1.412200268507321,44,ICMP,2350,33,1
192.168.49.180,GET,SYN,3507,0.3939706308467842,62,ICMP,3399,30,1
192.168.170.70,GET,SYN,3278,3.6922954728933206,29,TCP,384,13,1
192.168.15.54,TCP,SYN,1298,3.1246606772290697,83,UDP,2586,12,1
192.168.235.188,GET,SYN,1217,4.865793091013722,74,TCP,703,32,1
192.168.101.225,GET,SYN,3540,3.5896084010377995,24,TCP,2097,87,1
192.168.8.53,POST,SYN,1947,4.6724912516972585,34,TCP,319,93,1
192.168.60.236,UDP,SYN,2229,4.958736094419944,60,ICMP,21,34,1
192.168.108.5,UDP,SYN,6005,2.1993126067401607,104,UDP,3505,83,1
192.168.103.196,POST,SYN,2770,0.8364455655094577,31,ICMP,592,12,1
192.168.6.109,UDP,SYN,1993,1.0596688068259923,110,UDP,4105,4,1
192.168.224.116,GET,SYN,5962,1.660038593250352,115,TCP,2197,89,1
192.168.94.47,TCP,SYN,7736,2.593589258624737,4,ICMP,1461,26,1
192.168.99.55,GET,SYN,3746,0.6998579970421452,105,UDP,2547,82,1
192.168.168.52,GET,SYN,2875,1.578417572090655,109,UDP,1912,64,1
192.168.144.13,TCP,SYN,8464,1.6081898521762856,95,TCP,3127,30,1
192.168.114.124,POST,SYN,1796,0.12001970932709274,9,ICMP,4393,34,1
192.168.106.158,GET,SYN,579,1.8354268243653247,90,ICMP,2566,33,1
192.168.147.145,GET,SYN,6434,0.6691457804148899,77,ICMP,1271,31,1
192.168.120.63,POST,SYN,8375,2.205585760345707,112,ICMP,282,56,1
192.168.19.92,GET,SYN,4536,1.0630300132783708,90,ICMP,2817,62,1
192.168.58.183,GET,SYN,151,4.128359774496661,54,ICMP,4353,31,1
192.168.90.229,UDP,SYN,3773,0.4945742285917355,1,ICMP,1830,77,1
192.168.218.117,POST,SYN,2778,4.341736113949181,104,TCP,553,24,1
192.168.62.23,GET,SYN,2595,2.944580416070532,61,UDP,3740,69,1
192.168.127.137,GET,SYN,2608,2.347339249671952,73,TCP,2965,51,1
192.168.140.245,TCP,SYN,6896,2.7937373527801603,31,UDP,3468,65,1
192.168.129.58,TCP,SYN,998,1.9429347329705795,88,UDP,2925,98,1
192.168.122.1,TCP,SYN,9810,0.7252983344605309,45,UDP,2808,9,1
192.168.239.34,GET,SYN,4986,3.8528110973405223,113,ICMP,2920,8,1
192.168.96.126,GET,SYN,2103,4.646766791472436,60,ICMP,3005,36,1
192.168.118.48,TCP,SYN,243,4.755331353287337,86,UDP,1571,93,1
192.168.89.232,UDP,SYN,8983,3.3864863804914482,73,UDP,2297,99,1
192.168.237.117,UDP,SYN,7354,2.1107023899316695,103,ICMP,2337,69,1
192.168.129.16,UDP,SYN,3009,2.443963815154833,87,ICMP,2457,56,1
192.168.189.231,UDP,SYN,8224,3.319131915247647,84,UDP,4405,46,1
192.168.192.191,POST,SYN,2973,4.133055330890905,119,UDP,61,10,1
192.168.69.22,TCP,SYN,3289,1.9353789739608986,42,TCP,3576,74,1
192.168.93.247,GET,SYN,3915,4.592228001427445,85,ICMP,2829,11,1
192.168.195.76,TCP,SYN,8279,1.6889335591600034,27,ICMP,2575,8,1
192.168.154.144,UDP,SYN,9940,2.7012128991033006,58,UDP,3383,68,1
192.168.179.229,GET,SYN,4616,4.810672820174507,69,TCP,3765,18,1
192.168.86.185,POST,SYN,6645,4.69717468558549,81,ICMP,2248,84,1
192.168.29.206,TCP,SYN,5659,3.5091509386859716,98,TCP,3425,3,1
192.168.220.69,GET,SYN,3263,1.690344952927543,73,TCP,1099,15,1
192.168.47.241,GET,SYN,5158,1.1732716626016175,34,ICMP,2804,60,1
192.168.94.238,UDP,SYN,1833,0.4927024411343667,10,UDP,3108,72,1
192.168.190.244,UDP,SYN,8344,3.5724065832229885,108,TCP,198,55,1
192.168.197.204,TCP,SYN,5880,2.566908400609975,66,UDP,2092,70,1
192.168.144.218,POST,SYN,5881,2.9042097003268608,111,ICMP,2689,84,1
192.168.218.176,GET,SYN,91,2.414721652236116,25,TCP,1569,32,1
192.168.85.39,UDP,SYN,6259,2.4664375245098706,3,UDP,871,6,1
192.168.100.33,TCP,SYN,1111,2.89924073410433,34,TCP,510,16,1
192.168.254.222,UDP,SYN,9918,4.579883830262585,71,TCP,2464,66,1
192.168.101.23,TCP,SYN,3739,0.24389486739343372,28,TCP,4034,82,1
192.168.250.10,UDP,SYN,7645,4.028020219908496,9,ICMP,2457,90,1
192.168.246.69,POST,SYN,6857,2.013529676735502,11,UDP,4392,84,1
192.168.100.34,GET,SYN,4047,3.750128909686699,93,TCP,1889,16,1
192.168.180.223,UDP,SYN,375,4.747779013297347,118,UDP,2251,85,1
192.168.138.250,GET,SYN,7255,1.6008062682790425,80,ICMP,4672,14,1
192.168.147.186,TCP,SYN,1170,0.5388177200446148,39,TCP,985,62,1
192.168.96.1,POST,SYN,157,1.238262337943136,93,TCP,796,18,1
